Type,Definition_Type,Definition_List,Description,Reference_of_documentation,Formal_Propositions
IfcWindowTypePartitioningEnum,Enumeration,"[SINGLE_PANEL, DOUBLE_PANEL_VERTICAL, DOUBLE_PANEL_HORIZONTAL, TRIPLE_PANEL_VERTICAL, TRIPLE_PANEL_BOTTOM, TRIPLE_PANEL_TOP, TRIPLE_PANEL_LEFT, TRIPLE_PANEL_RIGHT, TRIPLE_PANEL_HORIZONTAL, USERDEFINED, NOTDEFINED]","This enumeration defines the basic configuration of the window type in terms of the number of window panels and the subdivision of the total window as shown in Figure 193. The window configurations are given for windows with one, two or three panels (including fixed panels).\n Windows which are subdivided into more than three panels have to be defined by the geometry only. The type of such windows is USERDEFINED.",6.1.2.23
IfcDistributionChamberElementTypeEnum,Enumeration,"[FORMEDDUCT, INSPECTIONCHAMBER, INSPECTIONPIT, MANHOLE, METERCHAMBER, SUMP, TRENCH, VALVECHAMBER, USERDEFINED, NOTDEFINED]","This enumeration identifies different types of distribution chambers.",6.2.2.1
IfcDistributionPortTypeEnum,Enumeration,"[CABLE, CABLECARRIER, DUCT, PIPE, USERDEFINED, NOTDEFINED]","This enumeration identifies different types of distribution ports. It is used to designate ports by their general function, which determines applicable property sets and compatible systems.",6.2.2.2
IfcDistributionSystemEnum,Enumeration,"[AIRCONDITIONING, AUDIOVISUAL, CHEMICAL, CHILLEDWATER, COMMUNICATION, COMPRESSEDAIR, CONDENSERWATER, CONTROL, CONVEYING, DATA, DISPOSAL, DOMESTICCOLDWATER, DOMESTICHOTWATER, DRAINAGE, EARTHING, ELECTRICAL, ELECTROACOUSTIC, EXHAUST, FIREPROTECTION, FUEL, GAS, HAZARDOUS, HEATING, LIGHTING, LIGHTNINGPROTECTION, MUNICIPALSOLIDWASTE, OIL, OPERATIONAL, POWERGENERATION, RAINWATER, REFRIGERATION, SECURITY, SEWAGE, SIGNAL, STORMWATER, TELEPHONE, TV, VACUUM, VENT, VENTILATION, WASTEWATER, WATERSUPPLY, USERDEFINED, NOTDEFINED]","This enumeration identifies different types of distribution systems. It is used to designate systems by their function as well as ports of devices within such systems to restrict connectivity to compatible connections.",6.2.2.3
IfcFlowDirectionEnum,Enumeration,"[SOURCE, SINK, SOURCEANDSINK, NOTDEFINED]","This enumeration defines the flow direction at a distribution port.\N - For pipe-based ports, the direction is the physical flow direction.\N - For duct-based ports, the direction is the physical flow direction.",6.2.2.4
IfcBuildingElementPartTypeEnum,Enumeration,"[INSULATION, PRECASTPANEL, USERDEFINED, NOTDEFINED]","This enumeration defines the different types of building element parts.",6.3.2.1
IfcDiscreteAccessoryTypeEnum,Enumeration,"[ANCHORPLATE, BRACKET, SHOE, USERDEFINED, NOTDEFINED]","This enumeration defines the different types of discrete accessories.",6.3.2.2
IfcFastenerTypeEnum,Enumeration,"[GLUE, MORTAR, WELD, USERDEFINED, NOTDEFINED]","This enumeration defines the different types of fasteners, except for mechanical fasteners.",6.3.2.3
IfcMechanicalFastenerTypeEnum,Enumeration,"[ANCHORBOLT, BOLT, DOWEL, NAIL, NAILPLATE, RIVET, SCREW, SHEARCONNECTOR, STAPLE, STUDSHEARCONNECTOR, USERDEFINED, NOTDEFINED]","This enumeration defines the different types of mechanical fasteners.",6.3.2.4
IfcFurnitureTypeEnum,Enumeration,"[CHAIR, TABLE, DESK, BED, FILECABINET, SHELF, SOFA, USERDEFINED, NOTDEFINED]","IfcFurnitureTypeEnum defines the types of furniture from which the type required can be selected.",6.4.2.1
IfcInventoryTypeEnum,Enumeration,"[ASSETINVENTORY, SPACEINVENTORY, FURNITUREINVENTORY, USERDEFINED, NOTDEFINED]","IfcInventoryTypeEnum defines the types of inventory that can be defined.",6.4.2.2
IfcOccupantTypeEnum,Enumeration,"[ASSIGNEE, ASSIGNOR, LESSEE, LESSOR, LETTINGAGENT, OWNER, TENANT, USERDEFINED, NOTDEFINED]","IfcOccupantTypeEnum defines the types of occupant from which the type required can be selected.",6.4.2.3
IfcSystemFurnitureElementTypeEnum,Enumeration,"[PANEL, WORKSURFACE, USERDEFINED, NOTDEFINED]","IfcSystemFurnitureTypeEnum defines the types of system furniture from which the type required can be selected.",6.4.2.4
IfcActionRequestTypeEnum,Enumeration,"[EMAIL, FAX, PHONE, POST, VERBAL, USERDEFINED, NOTDEFINED]","IfcActionRequestTypeEnum defines the types of sources through which a request can be made.",6.5.2.1
IfcCostItemTypeEnum,Enumeration,"[USERDEFINED, NOTDEFINED]","An IfcCostItemTypeEnum is a list of the available types of cost items.",6.5.2.2
IfcCostScheduleTypeEnum,Enumeration,"[BUDGET, COSTPLAN, ESTIMATE, TENDER, PRICEDBILLOFQUANTITIES, UNPRICEDBILLOFQUANTITIES, SCHEDULEOFRATES, USERDEFINED, NOTDEFINED]","An IfcCostScheduleTypeEnum is a list of the available types of cost schedule from which that required may be selected.",6.5.2.3
IfcPermitTypeEnum,Enumeration,"[ACCESS, BUILDING, WORK, USERDEFINED, NOTDEFINED]","IfcPermitTypeEnum defines the types of permits that can be granted.",6.5.2.4
IfcProjectOrderTypeEnum,Enumeration,"[CHANGEORDER, MAINTENANCEWORKORDER, MOVEORDER, PURCHASEORDER, WORKORDER, USERDEFINED, NOTDEFINED]","An IfcProjectOrderTypeEnum is a list of the types of project order that may be identified.",6.5.2.5
IfcDoorPanelOperationEnum,Enumeration,"[SWINGING, DOUBLE_ACTING, SLIDING, FOLDING, REVOLVING, ROLLINGUP, FIXEDPANEL, USERDEFINED, NOTDEFINED]","This enumeration defines the basic ways how individual door panels operate.",7.1.2.1
IfcDoorPanelPositionEnum,Enumeration,"[LEFT, MIDDLE, RIGHT, NOTDEFINED]","This enumeration defines the basic ways to describe the location of a door panel within a door lining.",7.1.2.2
IfcDoorStyleConstructionEnum,Enumeration,"[ALUMINIUM, HIGH_GRADE_STEEL, STEEL, WOOD, ALUMINIUM_WOOD, ALUMINIUM_PLASTIC, PLASTIC, USERDEFINED, NOTDEFINED]","This enumeration defines the basic types of construction of doors. The construction type relates to the main material (or material combination) used for making the door.",7.1.2.3
IfcDoorStyleOperationEnum,Enumeration,"[SINGLE_SWING_LEFT, SINGLE_SWING_RIGHT, DOUBLE_DOOR_SINGLE_SWING, DOUBLE_DOOR_SINGLE_SWING_OPPOSITE_LEFT, DOUBLE_DOOR_SINGLE_SWING_OPPOSITE_RIGHT, DOUBLE_SWING_LEFT, DOUBLE_SWING_RIGHT, DOUBLE_DOOR_DOUBLE_SWING, SLIDING_TO_LEFT, SLIDING_TO_RIGHT, DOUBLE_DOOR_SLIDING, FOLDING_TO_LEFT, FOLDING_TO_RIGHT, DOUBLE_DOOR_FOLDING, REVOLVING, ROLLINGUP, USERDEFINED, NOTDEFINED]","This enumeration defines the basic ways to describe how doors operate.",7.1.2.4
IfcPermeableCoveringOperationEnum,Enumeration,"[GRILL, LOUVER, SCREEN, USERDEFINED, NOTDEFINED]","This enumeration defines the valid types of permeable coverings.",7.1.2.5
IfcWindowPanelOperationEnum,Enumeration,"[SIDEHUNGRIGHTHAND, SIDEHUNGLEFTHAND, TILTANDTURNRIGHTHAND, TILTANDTURNLEFTHAND, TOPHUNG, BOTTOMHUNG, PIVOTHORIZONTAL, PIVOTVERTICAL, SLIDINGHORIZONTAL, SLIDINGVERTICAL, REMOVABLECASEMENT, FIXEDCASEMENT, OTHEROPERATION, NOTDEFINED]","This enumeration defines the basic ways to describe how window panels operate.",7.1.2.6
IfcWindowPanelPositionEnum,Enumeration,"[LEFT, MIDDLE, RIGHT, BOTTOM, TOP, NOTDEFINED]","This enumeration defines the basic configuration of the window type in terms of the location of window panels. The window configurations are given for windows with one, two or three panels (including fixed panels). It corresponds to the OperationType of the IfcWindowStyle definition, which references the IfcWindowPanelProperties.\n Windows which are subdivided into more than three panels have to be defined by the geometry only. The type of such windows is given by an IfcWindowType.OperationType = USERDEFINED or NOTDEFINED (see IfcWindowStyleOperationEnum for details).",7.1.2.7
IfcWindowStyleConstructionEnum,Enumeration,"[ALUMINIUM, HIGH_GRADE_STEEL, STEEL, WOOD, ALUMINIUM_WOOD, PLASTIC, OTHER_CONSTRUCTION, NOTDEFINED]","This enumeration defines the basic types of construction of windows. The construction type relates to the main material (or material combination) used for making the window.",7.1.2.8
IfcWindowStyleOperationEnum,Enumeration,"[SINGLE_PANEL, DOUBLE_PANEL_VERTICAL, DOUBLE_PANEL_HORIZONTAL, TRIPLE_PANEL_VERTICAL, TRIPLE_PANEL_BOTTOM, TRIPLE_PANEL_TOP, TRIPLE_PANEL_LEFT, TRIPLE_PANEL_RIGHT, TRIPLE_PANEL_HORIZONTAL, USERDEFINED, NOTDEFINED]","This enumeration defines the basic configuration of the window type in terms of the number of window panels and the subdivision of the total window. The window configurations are given for windows with one, two or three panels (including fixed panels).\n Windows which are subdivided into more than three panels have to be defined by the geometry only. The type of such windows is USERDEFINED.",7.1.2.9
IfcActuatorTypeEnum,Enumeration,"[ELECTRICACTUATOR, HANDOPERATEDACTUATOR, HYDRAULICACTUATOR, PNEUMATICACTUATOR, THERMOSTATICACTUATOR, USERDEFINED, NOTDEFINED]","The IfcActuatorTypeEnum defines the range of different types of actuator that can be specified.",7.2.2.1
IfcAlarmTypeEnum,Enumeration,"[BELL, BREAKGLASSBUTTON, LIGHT, MANUALPULLBOX, SIREN, WHISTLE, USERDEFINED, NOTDEFINED]","The IfcAlarmTypeEnum defines the range of different types of alarm that can be specified.",7.2.2.2
IfcControllerTypeEnum,Enumeration,"[FLOATING, PROGRAMMABLE, PROPORTIONAL, MULTIPOSITION, TWOPOSITION, USERDEFINED, NOTDEFINED]","The IfcControllerTypeEnum defines the range of different types of controller that can be specified.",7.2.2.3
IfcFlowInstrumentTypeEnum,Enumeration,"[PRESSUREGAUGE, THERMOMETER, AMMETER, FREQUENCYMETER, POWERFACTORMETER, VOLTMETER_PEAK, VOLTMETER_RMS, USERDEFINED, NOTDEFINED]","The IfcFlowInstrumentTypeEnum defines the range of different types of flow instrument that can be specified.",7.2.2.4
IfcSensorTypeEnum,Enumeration,"[COSENSOR, CO2SENSOR, CONDUCTANCESENSOR, CONTACTSENSOR, FIRESENSOR, FLOWSENSOR, FROSTSENSOR, GASSENSOR, HEATSENSOR, HUMIDITYSENSOR, IDENTIFIERSENSOR, IONCONCENTRATIONSENSOR, LEVELSENSOR, LIGHTSENSOR, MOISTURESENSOR, MOVEMENTSENSOR, PHSENSOR, PRESSURESENSOR, RADIATIONSENSOR, RADIOACTIVITYSENSOR, SMOKESENSOR, SOUNDSENSOR, TEMPERATURESENSOR, WINDSENSOR, USERDEFINED, NOTDEFINED]","The IfcSensorTypeEnum defines the range of different types of sensor that can be specified.",7.2.2.5
IfcUnitaryControlElementTypeEnum,Enumeration,"[ALARMPANEL, CONTROLPANEL, GASDETECTIONPANEL, INDICATIONPANEL, MIMICPANEL, HUMIDISTAT, THERMOSTAT, WEATHERSTATION, USERDEFINED, NOTDEFINED]","The IfcUnitaryControlElementTypeEnum defines the range of different types and/or functions of unitary control elements possible.",7.2.2.6
IfcConstructionEquipmentResourceTypeEnum,Enumeration,"[DEMOLISHING, EARTHMOVING, ERECTING, HEATING, LIGHTING, PAVING, PUMPING, TRANSPORTING, USERDEFINED, NOTDEFINED]","This enumeration is used to identify the primary purpose of a construction equipment resource. It is limited to the most common equipment used in construction.",7.3.2.1
IfcConstructionMaterialResourceTypeEnum,Enumeration,"[AGGREGATES, CONCRETE, DRYWALL, FUEL, GYPSUM, MASONRY, METAL, PLASTIC, WOOD, NOTDEFINED, USERDEFINED]","This enumeration is used to identify the primary purpose of a construction material resource. It is limited to the most common raw materials used in construction and excludes materials commonly sold as finished products.",7.3.2.2
IfcConstructionProductResourceTypeEnum,Enumeration,"[ASSEMBLY, FORMWORK, USERDEFINED, NOTDEFINED]","This enumeration is used to identify the primary purpose of a construction product resource. It describes use of products created for construction, and excludes products of the finished building model.",7.3.2.3
